CustomerID,Gender,Age,Annual Income ($),Spending Score (1-100),Profession,Work Experience,Family Size
6905,Female,52,11905,53,,5,4
6906,Female,68,11906,97,Marketing,7,6
6907,Male,15,11907,78,Artist,8,4
6908,Male,4,11908,41,Artist,9,2
6909,Male,59,11909,78,Doctor,9,7
6910,Male,32,11910,38,Entertainment,6,7
6911,Female,8,11911,45,Artist,10,6
6912,Female,92,11912,94,Executive,4,3
6913,Male,9,11913,2,Artist,8,1
6914,Female,41,11914,4,Healthcare,8,4
6915,Female,18,11915,47,Engineer,6,5
6916,Female,78,11916,80,Entertainment,9,6
6917,Female,0,11917,74,Artist,7,5
6918,Female,11,11918,17,Healthcare,8,1
6919,Female,36,11919,19,Executive,8,7
6920,Male,46,11920,50,Healthcare,7,7
6921,Female,95,11921,34,Artist,6,4
6922,Female,97,11922,89,Executive,8,3
6923,Male,2,11923,11,Executive,8,3
6924,Female,94,11924,30,Homemaker,4,4
6925,Female,0,11925,46,Doctor,4,5
6926,Male,3,11926,69,Healthcare,6,1
6927,Male,77,11927,29,Healthcare,4,7
6928,Male,70,11928,64,Executive,5,2
6929,Male,58,11929,25,Executive,5,3
6930,Male,72,11930,46,Healthcare,8,6
6931,Male,90,11931,92,Executive,6,7
6932,Female,23,11932,79,,7,5
6933,Female,87,11933,42,Artist,7,6
6934,Male,64,11934,58,Doctor,4,6
6935,Female,15,11935,9,Doctor,10,7
6936,Female,14,11936,17,Artist,9,3
6937,Male,54,11937,65,Artist,7,6
6938,Male,76,11938,44,Doctor,5,3
6939,Female,76,11939,49,Artist,5,1
6940,Female,52,11940,38,Artist,5,5
6941,Male,96,11941,6,Artist,9,4
6942,Female,55,11942,50,Healthcare,10,5
6943,Female,54,11943,64,Artist,4,5
6944,Male,19,11944,100,Artist,6,4
6945,Male,29,11945,74,Marketing,5,3
6946,Male,96,11946,47,Engineer,7,4
6947,Female,20,11947,21,Artist,8,5
6948,Female,91,11948,64,Lawyer,7,6
6949,Male,37,11949,38,Healthcare,5,5
6950,Male,42,11950,69,Entertainment,4,1
6951,Male,1,11951,75,Artist,10,5
6952,Female,58,11952,80,Entertainment,8,6
6953,Female,42,11953,24,Entertainment,6,1
6954,Female,48,11954,45,Lawyer,9,6
6955,Female,11,11955,39,Marketing,6,2
6956,Male,59,11956,87,Artist,9,3
6957,Female,45,11957,32,Entertainment,9,2
6958,Male,73,11958,97,Doctor,5,1
6959,Female,85,11959,21,Engineer,4,6
6960,Female,70,11960,49,Entertainment,4,5
6961,Female,52,11961,46,Engineer,7,2
6962,Male,70,11962,51,Homemaker,7,7
6963,Female,88,11963,90,Artist,7,6
6964,Male,61,11964,96,Artist,9,5
6965,Female,46,11965,34,Artist,8,3
6966,Male,65,11966,32,Homemaker,8,4
6967,Female,84,11967,73,Entertainment,8,5
6968,Female,76,11968,88,Executive,10,2
6969,Male,31,11969,42,Doctor,9,1
6970,Male,55,11970,89,Executive,4,6
6971,Male,45,11971,88,Entertainment,10,5
6972,Male,98,11972,12,Engineer,5,2
6973,Male,40,11973,36,Executive,4,5
6974,Female,14,11974,59,Healthcare,8,6
6975,Female,41,11975,43,Executive,9,4
6976,Male,60,11976,82,Engineer,7,2
6977,Male,60,11977,100,Lawyer,8,2
6978,Male,84,11978,85,Artist,10,2
6979,Male,0,11979,93,Doctor,8,1
6980,Female,10,11980,76,Artist,7,2
6981,Female,62,11981,19,Artist,5,6
6982,Male,33,11982,68,Lawyer,4,1
6983,Female,52,11983,41,Marketing,10,1
6984,Female,2,11984,51,Lawyer,6,6
6985,Male,27,11985,44,Entertainment,8,1
6986,Female,4,11986,61,Doctor,4,7
6987,Male,63,11987,80,Artist,7,1
6988,Female,54,11988,77,Artist,4,4
6989,Female,47,11989,55,Doctor,6,7
6990,Female,30,11990,69,Artist,7,3
6991,Female,97,11991,96,Entertainment,5,6
6992,Male,94,11992,24,Marketing,9,3
6993,Female,64,11993,100,Artist,9,5
6994,Female,19,11994,89,Engineer,6,3
6995,Female,71,11995,40,Artist,8,7
6996,Female,91,11996,32,Doctor,7,7
6997,Male,87,11997,14,Healthcare,9,2
6998,Male,77,11998,4,Executive,7,2
6999,Male,90,11999,52,Entertainment,5,2
